query,video_id,title,description,publishedAt,channelTitle,location,video_url,viewCount,likeCount,commentCount,comments,TaxonName,query_normalized,created_at,lang_detected,Region_all,created_raw,regionCode,source_flag,species_normalized,search_term_normalized,Region_all.x,Region,LifeForm,PresentStatus,FirstRecord,Region_all.y,CleanName,full_description_lower,FirstRecordDate,time_period,is_iberian
Mosca blanca,video_009692,Cómo combatir la mosca blanca #plantas #plantaciones #agriculture #moscablanca #invernaderos,,2023-11-21T21:12:21Z,channel_003336,"40.0, -3.7",[withheld],4214.0,134.0,4.0,Cómo se llama el sobre ✉️? Voy q plantar tomates en maceta en mi casa y la verdad son un incordio jaua | Muchas gracias joven productor!. Envi'e ma's videos que se le aprecia. Saludos desde Finlandia.,Bemisia_tabaci,Mosca blanca,2023-11-21T21:12:21Z,,,2023-11-21 21:12:21,,GEO,,,,,Insects,alien,2006.0,,,,2006-06-01T12:00:00Z,After,True
Mosca blanca,video_015772,Estrategia #COMPOEXPERT en cítricos - Invelop® White Protect - Control de mosca blanca en naranjo,Estrategia #COMPOEXPERT con Invelop® White Protect. Campo de naranjos con fuerte plaga de mosca blanca.,2022-07-13T07:55:08Z,channel_001864,"40.0, -3.7",[withheld],499.0,1.0,0.0,,Bemisia_tabaci,Mosca blanca,2022-07-13T07:55:08Z,,,2022-07-13 07:55:08,,GEO,,,,,Insects,alien,2006.0,,,,2006-06-01T12:00:00Z,After,True
Mosca blanca,video_006132,Mosca Blanca😱🪰Cultivo de Pimiento🫑🌶#campo#trabajo#pimiento#shorts#agriculture#verdura,,2023-11-04T22:23:03Z,channel_007669,"40.0, -3.7",[withheld],26.0,4.0,0.0,,Bemisia_tabaci,Mosca blanca,2023-11-04T22:23:03Z,es,Spain,2023-11-04 22:23:03,,GEO,,,,,Insects,alien,2006.0,,,,2006-06-01T12:00:00Z,After,True
Mosca blanca,video_006915,"Gestión Integrada de Plagas en hortícolas protegidos [Níjar, 12/07/2022]",Aplicación de los Principios Generales de Gestión Integrada de Plagas en Andalucía. Muestreo de mosca blanca y pulgón.,2022-07-20T09:15:02Z,channel_000339,"40.0, -3.7",[withheld],412.0,11.0,0.0,,Bemisia_tabaci,Mosca blanca,2022-07-20T09:15:02Z,es,Spain,2022-07-20 09:15:02,,GEO,,,,,Insects,alien,2006.0,,,,2006-06-01T12:00:00Z,After,True
Mosca blanca,video_003925,Elimina las plagas de tus TOMATES sin esfuerzo🪲,Macrolophus pigmaeus es un aliado en el control biológico de plagas del tomate. Depreda tanto a mosca blanca como a tuta ...,2024-06-26T17:00:14Z,channel_008828,"40.0, -3.7",[withheld],17785.0,398.0,10.0,"Gracias❤❤❤ | Buenas tardes, por favor, cuál es la solución o alternativas para controlar la invasión, por lo menos?
Gracias ☺ | Todos sus videos son geniales; Dios les bendiga | Aver si hablas de las enfermedades del tómate y qe le echa un saludo | Gracias por la info un abrazo desde 🇦🇷💙🤍💙 | Muchas graciasss ❤ | Graciás por su información ❤ | Donde se pueden comprar? | Fan #1 ‪❤",Bemisia_tabaci,Mosca blanca,2024-06-26T17:00:14Z,es,Spain,2024-06-26 17:00:14,,GEO,,,,,Insects,alien,2006.0,,,,2006-06-01T12:00:00Z,After,True
Mosca blanca,video_011546,ADIÓS al PULGÓN para SIEMPRE!🌺🐛🤯,"Las crisopas son uno de los mejores depredadores de pulgón, cochinilla, mosca blanca, etc. Son los aliados más interesantes en ...",2023-06-06T17:30:08Z,channel_008828,"39.6, 3.0",[withheld],19471.0,1518.0,76.0,"Gracias 🎉 | Hola Mireya, recién los descubrí, debo felicitarles inmensamente, sus videos son muy didácticos y voy a sacar provecho de tanto conocimiento. Solo una pregunta... qué riesgo habría de que se convierta luego en plaga una de estas especies introducidas en el huerto? | Hola, Necesitaría saber si tengo una plaga de pulgón en un limonero,  y cochinilla en otras plantas, que es mejor las crisopas o el mix parasitoides del aphiscout o del poker 250 mix de auxiliares contra el pulgón. Porque ahora tengo dudas de qué poner. Gracias | Gracias buen video saludos desde el cansl de Los Misterios del Faraón | 😮 wuuuuuuuaaaaasoooooo nada edad que el chico los debo de recontra felicitar cada video es mejor la verdad que no tenía idea de estos insectos beneficiosos para nuestros cultivos pero bueno nunca es tarde para aprender Y que aprenda las futuras generaciones | Gracias, buenisimo
Mi chico ha cogido miedo a las crispopas porque cree que pican, mas tqrde le explicare que no es así,  ademas no sabia que eran tan voraces con los pulgones | Y ese enlace a control Bio? | Eso de criar a tus ejercitos anti pulgon tiene su aquel, no voy a decir que no😂. | Muy interesante vídeo 👍 muchas gracias por la información 🤝🌿 | Gracias por dar a conocer estos animalillos tan beneficiosos🤗👋🌹🌹🌹👄👄👄",Bemisia_tabaci,Mosca blanca,2023-06-06T17:30:08Z,es,Spain,2023-06-06 17:30:08,,GEO,,,,,Insects,alien,2006.0,,,,2006-06-01T12:00:00Z,After,True
Mosca del Mediterraneo,video_004490,Trampas para la mosca de la fruta o mosca del Mediterráneo.,,2019-07-24T15:18:05Z,channel_004268,"28.3, -16.6",[withheld],548.0,4.0,1.0,"Que le sobren los higos en esta temporada es muy buena noticia. Se los puede hacer mermelada o en almibar.
Detesto las moscas de la fruta, éste año terminaron con casi el 100 por ciento de mis ciruelas. 
La próxima temporada pondré estas trampas y espero que sean tan efectivas como las muestra. Hay muchas recetas en la red.
Gracias por compartir.
Salud !",Ceratitis_capitata,Mosca del Mediterraneo,2019-07-24T15:18:05Z,es,Spain,2019-07-24 15:18:05,,GEO,,,,,Insects,established,2006.0,,,,2006-06-01T12:00:00Z,After,True
Orconectes limosus,video_012791,Observation d&#39;écrevisses et d&#39;une tortue dans la nature 🦂 🐸 🐞 🦋 🦢 🐢,"Animaux observés au bord de l'étang : Écrevisses américaines (Orconectes limosus), Tortue de Floride (Trachemys scripta ...",2020-06-26T15:00:15Z,channel_007349,"40.0, -3.7",[withheld],934.0,48.0,11.0,"Trop belles la tortue de floride mais pas bon signe 😢 | Faudrait tuer cette tortue de floride | Pas une bonne nouvelle la petite tortue de Floride qui pour moi ne se reproduisait pas en France :-( | Même si le nom latin est le bon, c'est plutôt un foulque macroule au début de ta vidéo. Poule d'eau (Gallinula chloropus). Génial j'adore tes vidéos d'ailleurs ;-) | Cool ta vidéo ce ne sont pas des pattes blanches mais c'est bien d'ailleurs si tu aimes la nature pense à les tuer avant de les relâcher car ça bouffe tout


PS:j'ai déjà goûter des écrevisses et c'est vraiment très bon",Faxonius_limosus,Orconectes limosus,2020-06-26T15:00:15Z,fr,,2020-06-26 15:00:15,,GEO,,,,,Crustaceans,established,2010.0,,,,2010-06-01T12:00:00Z,After,True
Padda de Java,video_008859,Popy Padda de Java qui prend son bain,Petite femelle Padda de Java de 2 mois qui prend son bain.,2019-10-30T10:36:01Z,channel_006334,"40.0, -3.7",[withheld],1551.0,18.0,1.0,ma popyyyyy <3,Lonchura_oryzivora,Padda de Java,2019-10-30T10:36:01Z,fr,,2019-10-30 10:36:01,,GEO,,,,,Birds,alien,2010.0,,,,2010-06-01T12:00:00Z,After,True
Padda de Java,video_005379,Le Padda de Java -  Le Jardin aux Oiseaux -  Zoo d&#39;Upie    (Drôme) France,Visite au Jardin des Oiseaux - Zoo d'Upie - Drôme - France Observation du comportement du Padda de Java - Passereau Le ...,2018-09-02T17:30:50Z,channel_005117,"40.0, -3.7",[withheld],38196.0,108.0,,,Lonchura_oryzivora,Padda de Java,2018-09-02T17:30:50Z,fr,,2018-09-02 17:30:50,,GEO,,,,,Birds,alien,2010.0,,,,2010-06-01T12:00:00Z,After,True
Padda de Java,video_005065,Touraco de Livingstone  et Padda de Java  -  Une belle amitié  -  Zoo d&#39;Upie  (Drôme) France,Visite au zoo d'Upie (Drôme) France Observation du comportement du Touraco de Livingstone et du Padda de Java - une belle ...,2019-04-12T17:34:09Z,channel_005117,"40.0, -3.7",[withheld],500.0,3.0,,,Lonchura_oryzivora,Padda de Java,2019-04-12T17:34:09Z,fr,,2019-04-12 17:34:09,,GEO,,,,,Birds,alien,2010.0,,,,2010-06-01T12:00:00Z,After,True
Padda de Java,video_014378,Diamants Mandarin contre Padda de Java -  Conflits à la mangeoire  - Zoo d&#39;Upie (Drôme) France,Visite au Zoo d'Upie (Drôme) France Observation du comportement du Padda de Java et des Diamants Mandarin autour de la ...,2019-05-16T18:00:09Z,channel_005117,"40.0, -3.7",[withheld],1680.0,10.0,,,Lonchura_oryzivora,Padda de Java,2019-05-16T18:00:09Z,fr,,2019-05-16 18:00:09,,GEO,,,,,Birds,alien,2010.0,,,,2010-06-01T12:00:00Z,After,True
Padda de Java,video_011412,Padda de java prend son bain,C.,2018-09-10T10:28:05Z,channel_005290,"40.0, -3.7",[withheld],270.0,5.0,0.0,,Lonchura_oryzivora,Padda de Java,2018-09-10T10:28:05Z,,,2018-09-10 10:28:05,,GEO,,,,,Birds,alien,2010.0,,,,2010-06-01T12:00:00Z,After,True
Padda de Java,video_013107,Bianco Castafiori Padda de Java Oiseau,,2025-05-04T06:49:07Z,channel_007228,"40.0, -3.7",[withheld],269.0,5.0,0.0,,Lonchura_oryzivora,Padda de Java,2025-05-04T06:49:07Z,,,2025-05-04 06:49:07,,GEO,,,,,Birds,alien,2010.0,,,,2010-06-01T12:00:00Z,After,True
Padda de Java,video_000336,Padda di Giava! Padda de Java! Padda! Java sparrow! 🐦🆒🔝👌💪👍🔝🆒🐦👍,,2025-06-25T06:55:08Z,channel_000607,"40.0, -3.7",[withheld],1396.0,10.0,0.0,,Lonchura_oryzivora,Padda de Java,2025-06-25T06:55:08Z,,,2025-06-25 06:55:08,,GEO,,,,,Birds,alien,2010.0,,,,2010-06-01T12:00:00Z,After,True
Padda de Java,video_001790,Bianco Castafiori Padda de Java Oiseau,,2025-05-03T12:13:34Z,channel_007228,"40.0, -3.7",[withheld],306.0,8.0,0.0,,Lonchura_oryzivora,Padda de Java,2025-05-03T12:13:34Z,,,2025-05-03 12:13:34,,GEO,,,,,Birds,alien,2010.0,,,,2010-06-01T12:00:00Z,After,True
Papallona del boix,video_005456,Mallerengues per combatre la papallona del boix,Salvem el Boix ha impulsat una prova pilot on es posaran fins a un centenar de caixes niu al Ripollès per afavorir la cria de ...,2020-09-26T10:00:04Z,channel_007450,"40.0, -3.7",[withheld],213.0,6.0,,,Cydalima_perspectalis,Papallona del boix,2020-09-26T10:00:04Z,ca,Spain,2020-09-26 10:00:04,,GEO,,,,,Insects,established,2014.0,,,,2014-06-01T12:00:00Z,After,True
Papallona del boix,video_009814,Preocupació a Ripoll pel retorn de la papallona del boix,"Imatges com aquesta, amb la plaça de l'ajuntament de Ripoll atapeïda de papallones del boix, es podrien repetir aquest any.",2020-07-05T15:00:17Z,channel_007450,"40.0, -3.7",[withheld],381.0,2.0,,,Cydalima_perspectalis,Papallona del boix,2020-07-05T15:00:17Z,ca,Spain,2020-07-05 15:00:17,,GEO,,,,,Insects,established,2014.0,,,,2014-06-01T12:00:00Z,After,True
Papallona del boix,video_002817,Tractament als boixos de Ripoll per evitar la papallona del boix,En aquesta època de l'any és temps perquè torni a aparèixer la papallona del boix i que es pugui concentrar en diversos punts ...,2021-06-24T14:00:04Z,channel_007450,"40.0, -3.7",[withheld],263.0,0.0,,,Cydalima_perspectalis,Papallona del boix,2021-06-24T14:00:04Z,ca,Spain,2021-06-24 14:00:04,,GEO,,,,,Insects,established,2014.0,,,,2014-06-01T12:00:00Z,After,True
Pavao-azul,video_010735,Pavão-azul indiano (Pavo cristatus) no Zoológico de Madrid. Espaço com animais em habitats naturais.,O Espaço com animais em habitats naturais que pode ser visto no zoológico de Madri é uma ótima opção de lazer para toda a ...,2024-06-23T18:15:40Z,channel_000090,"40.0, -3.7",[withheld],1189.0,40.0,0.0,,Musophaga_violacea,Pavao-azul,2024-06-23T18:15:40Z,pt,Portugal,2024-06-23 18:15:40,,GEO,,,,,Birds,alien,2011.0,,,,2011-06-01T12:00:00Z,After,True
Pavao-azul,video_002511,Pavão-Azul,"O pavão um símbolo da alma, da paz, da beleza, da prosperidade, do amor e da compaixão #pavao #pavaoazul.",2025-01-01T12:06:20Z,channel_005689,"40.0, -3.7",[withheld],272.0,18.0,0.0,,Musophaga_violacea,Pavao-azul,2025-01-01T12:06:20Z,pt,Portugal,2025-01-01 12:06:20,,GEO,,,,,Birds,alien,2011.0,,,,2011-06-01T12:00:00Z,After,True
Pavao-azul,video_001898,Pavo Real 🦚| ALFAMA 2025 | Lisboa | Primavera 🌸✨| Pavão-azul | Castelo de São Jorge,,2025-04-28T22:52:47Z,channel_005563,"40.0, -3.7",[withheld],2105.0,21.0,0.0,,Musophaga_violacea,Pavao-azul,2025-04-28T22:52:47Z,pt,Portugal,2025-04-28 22:52:47,,GEO,,,,,Birds,alien,2011.0,,,,2011-06-01T12:00:00Z,After,True
Perca europea,video_006003,PERCA EUROPEA (FLUVI ) 🐟🐟🍒🍒 #perch #perchfishing #fishing,,2025-05-31T17:56:57Z,channel_001132,"40.0, -3.7",[withheld],1902.0,14.0,0.0,,Perca_fluviatilis,Perca europea,2025-05-31T17:56:57Z,en,,2025-05-31 17:56:57,,GEO,,,,,Fishes,established,2015.0,,,,2015-06-01T12:00:00Z,After,True
Perca europea,video_005726,PROXIMO VIDEO EN EL CANAL / PERCA EUROPEA-FLUVI 🐟🐟🍒🍒 #perch #perchfishing #perchzone #fishing,,2025-06-01T17:30:01Z,channel_001132,"40.0, -3.7",[withheld],1395.0,10.0,0.0,,Perca_fluviatilis,Perca europea,2025-06-01T17:30:01Z,en,,2025-06-01 17:30:01,,GEO,,,,,Fishes,established,2015.0,,,,2015-06-01T12:00:00Z,After,True
Perca fluviatilis,video_007460,Perca Fluviatilis,,2023-03-20T14:37:55Z,channel_002775,"40.0, -3.7",[withheld],462.0,9.0,2.0,"Las fluvis, tengo que ir a por ellas",Perca_fluviatilis,Perca fluviatilis,2023-03-20T14:37:55Z,it,,2023-03-20 14:37:55,,GEO,,,,,Fishes,established,2015.0,,,,2015-06-01T12:00:00Z,After,True
Perca fluviatilis,video_009259,PERCHE Commune/Chasse et Proies/Perca fluviatilis ! BRUITX,Vidéos Réalisées sur et dans un étang du centre de la France : Le 27 Mai 2013 ! Vieille Perche d'environ 35 Centimètres de ...,2013-06-09T13:30:15Z,channel_001094,"40.0, -3.7",[withheld],654.0,3.0,,,Perca_fluviatilis,Perca fluviatilis,2013-06-09T13:30:15Z,fr,,2013-06-09 13:30:15,,GEO,,,,,Fishes,established,2015.0,,,,2015-06-01T12:00:00Z,Before,True
Perca fluviatilis,video_008588,PERCHE Commune/Affût/Perca fluviatilis ! BRUITX,Vidéo Réalisée dans un étang au centre de la France : Le 2 Mai 2011 !,2011-09-23T08:14:02Z,channel_001094,"40.0, -3.7",[withheld],485.0,1.0,,,Perca_fluviatilis,Perca fluviatilis,2011-09-23T08:14:02Z,fr,,2011-09-23 08:14:02,,GEO,,,,,Fishes,established,2015.0,,,,2015-06-01T12:00:00Z,Before,True
Phoeniculus purpureus,video_010344,Feeding station in the African Aviary at Bioparc de Doué-la-Fontaine,"Spreo starling (Lamprotornis superbus), green wood hoopoe (Phoeniculus purpureus), black-cheeked lovebird (Agapornis ...",2024-06-07T12:09:39Z,channel_006121,"40.0, -3.7",[withheld],39.0,0.0,0.0,,Phoeniculus_purpureus,Phoeniculus purpureus,2024-06-07T12:09:39Z,en,,2024-06-07 12:09:39,,GEO,,,,,Birds,casual,2014.0,,,,2014-06-01T12:00:00Z,After,True
Picudo del agave,video_006095,UJA INVESTIGA El picudo del agave,"Hoy en #UJAinvestiga Francisco Guerrero, investigador de la Universidad de Jaén, nos explica porqué una planta, tan enraizada ...",2022-03-25T12:00:43Z,channel_006862,"40.0, -3.7",[withheld],57.0,1.0,0.0,,Scyphophorus_acupunctatus,Picudo del agave,2022-03-25T12:00:43Z,es,Spain,2022-03-25 12:00:43,,GEO,,,,,Insects,established,2007.0,,,,2007-06-01T12:00:00Z,After,True
Platalea ajaja,video_004334,Oiseaux spatule rose/pink spoonbill bird/கரண்டிவாயன் பறவை likes and subscribe please thank you 🙏🏾,"La spatule rosée (nom scientifique: Platalea ajaja) est une des six espèces de spatules, qui sont des oiseaux aquatiques. Elle est ...",2022-02-20T17:27:13Z,channel_007485,"40.0, -3.7",[withheld],96.0,12.0,0.0,,Platalea_ajaja,Platalea ajaja,2022-02-20T17:27:13Z,ta,,2022-02-20 17:27:13,,GEO,,,,,Birds,casual,2008.0,,,,2008-06-01T12:00:00Z,After,True
Platalea ajaja,video_007119,La Spatule Rose est un oiseau aquatique - Zoo d&#39; Upie   (Drôme) France,Visite au Jardin aux Oiseaux à Upie (Drôme) - Observation du comportement de la Spatule Rose - (Platalea ajaja) - Espèce ...,2018-06-14T19:26:46Z,channel_005117,"40.0, -3.7",[withheld],1023.0,5.0,,,Platalea_ajaja,Platalea ajaja,2018-06-14T19:26:46Z,fr,,2018-06-14 19:26:46,,GEO,,,,,Birds,casual,2008.0,,,,2008-06-01T12:00:00Z,After,True
Platycerium bifurcatum,video_000768,El Curioso Platycerium Bifurcatum #helechos #platycerium #chifredeveado #houseplants #platicerium #é,,2025-03-04T02:30:51Z,channel_002235,"40.0, -3.7",[withheld],49.0,6.0,0.0,,Platycerium_bifurcatum,Platycerium bifurcatum,2025-03-04T02:30:51Z,,,2025-03-04 02:30:51,,GEO,,,,,Plants,established,2017.0,,,,2017-06-01T12:00:00Z,After,True
Platycerium bifurcatum,video_015141,DIY Staghorn Fern Mount + Ikea hack | Easy and Affordable Indoor Plant Decor,"Hi there! Thanks for visiting my channel :) In this video I talk about my Staghorn fern (Platycerium bifurcatum), and since he was ...",2021-04-21T12:40:35Z,channel_005322,"40.0, -3.7",[withheld],9585.0,337.0,23.0,"Brilliant idea! I have two ferns needing mounted but was struggling to find something suitable. Just ordered two types of cork mats from ikea, bargain at £11 inc delivery. Great video, thanks 😊 | Great video. I have an 8 inch pot and a 6 inch pot full of staghorn ferns that need to be mounted. I ordered white birch slices with the bark still intact, but they're fresh cut and need to dry first before I can mount my ferns to them. I'm excited 😊 | Did the cork board and cardboards hold up? In my experience they tend do rot fairly easily that's why I prefer to use some sort of harder wood instead. Like a cutting board. | I just wanna say that I'm in love with your intro!! Super cool and well executed! | I really like this idea, very creative! I have seen them mounted on planks but I felt like that was too heavy looking and inorganic. I like the round shape a lot more | Is there an update video of these three stag horns. To see how they look now? And how they grew on the wall on the mounts? | Thanks. The board is a cool idea. | This was very informative and a very clever idea to mount them on a round potstand. Enjoyed the video! | So I wonder how the cork circles are holding up as the ferns grow. Are they decomposing at all? Are you getting any mildew on your walls behind where they are hung? | Great job, Alexandra! What other plants would you suggest to mount this way?",Platycerium_bifurcatum,Platycerium bifurcatum,2021-04-21T12:40:35Z,en,,2021-04-21 12:40:35,,GEO,,,,,Plants,established,2017.0,,,,2017-06-01T12:00:00Z,After,True
Platycerium bifurcatum,video_009542,Stag’s Horn Fern (Platycerium bifurcatum),,2023-04-07T18:29:52Z,channel_003096,"28.3, -16.6",[withheld],2481.0,32.0,0.0,,Platycerium_bifurcatum,Platycerium bifurcatum,2023-04-07T18:29:52Z,,,2023-04-07 18:29:52,,GEO,,,,,Plants,established,2017.0,,,,2017-06-01T12:00:00Z,After,True
Psittacus erithacus,video_001922,African grey and Timneh grey parrot exhibit at Loro Parque,African grey (Psittacus erithacus) and Timneh grey (Psittacus timneh) parrots in a mixed aviary at Loro Parque.,2024-08-18T13:55:23Z,channel_006121,"28.3, -16.6",[withheld],60.0,0.0,,,Psittacus_erithacus,Psittacus erithacus,2024-08-18T13:55:23Z,en,,2024-08-18 13:55:23,,GEO,,,,,Birds,casual,2014.0,,,,2014-06-01T12:00:00Z,After,True
Rabadilla roja,video_005898,Alimentando a Periquitos rabadilla roja papilleros,Buenas chicos/as os dejo la información aquí abajo: Mi instagram: [link withheld] Hoy teneís un video ...,2020-04-07T22:16:36Z,channel_001007,"28.3, -16.6",[withheld],1877.0,21.0,1.0,Nido,Psephotus_haematonotus,Rabadilla roja,2020-04-07T22:16:36Z,es,Spain,2020-04-07 22:16:36,,GEO,,,,,Birds,alien,2006.0,,,,2006-06-01T12:00:00Z,After,True
Rapana venosa,video_005813,Rapana venosa #funnyfish #cute #funny  #shortsyoutube #shorts,,2023-06-09T05:00:08Z,channel_000839,"40.0, -3.7",[withheld],528.0,13.0,0.0,,Rapana_venosa,Rapana venosa,2023-06-09T05:00:08Z,en,,2023-06-09 05:00:08,,GEO,,,,,Non-arthropod invertebrates,uncertain,2007.0,,,,2007-03-15T00:00:00Z,After,True
Rapana venosa,video_002453,"Molusco - Rapana Venosa - Gasterópodo - Playa de Algarrobo Costa, Málaga",,2024-08-14T22:57:56Z,channel_001514,"40.0, -3.7",[withheld],535.0,11.0,0.0,,Rapana_venosa,Rapana venosa,2024-08-14T22:57:56Z,,,2024-08-14 22:57:56,,GEO,,,,,Non-arthropod invertebrates,uncertain,2007.0,,,,2007-03-15T00:00:00Z,After,True
Rapana venosa,video_001929,"@หอยทะเล Rapana venosa (หอยโข่งทะเล,หอยสังข์ตุรกี,หอยสังข์หอม) ตัวสวย หอยแมลงภู่ ทะเลเมดิฯ",เก็บหอยทะเล #ทะเลเมดิเตอร์เรเนียน #ทะเล #หอยแมลงภู่ #เก็บหอยต่าง #vedioviral #longvedio #วิดีโอยาว #enjoy #happy #life #slowlife ...,2024-08-19T19:59:05Z,channel_004327,"40.0, -3.7",[withheld],8.0,0.0,2.0,มีคุณค่าโภชนาการที่ดี ทะเลสะอาด ไกลหมู่บ้าน น้ำใส จนไม่อยากกลับบ้านเลย😅😂😂 | หอยชนิดนี้ เนื้อแน่น แซ่บบบ เพิ่มพลัง😋😉🤞👍,Rapana_venosa,Rapana venosa,2024-08-19T19:59:05Z,th,,2024-08-19 19:59:05,,GEO,,,,,Non-arthropod invertebrates,uncertain,2007.0,,,,2007-03-15T00:00:00Z,After,True
Reticulitermes flavipes,video_004319,Termitas en Tacoronte (Tenerife),Reticulitermes flavipes.,2018-10-27T10:07:07Z,channel_002186,"28.3, -16.6",[withheld],470.0,2.0,0.0,,Reticulitermes_flavipes,Reticulitermes flavipes,2018-10-27T10:07:07Z,,,2018-10-27 10:07:07,,GEO,,,,,Insects,alien,2010.0,,,,2010-06-01T12:00:00Z,After,True
Rugulopteryx okamurae,video_012434,Alga invasora | Invasive algae | Pacífico Açores | Rugulopteryx okamurae | Expedição Faial Fev2022,"Expedição para avaliação da cobertura da alga marinha do pacífico Rugulopteryx okamurae no Atlântico Norta, na Ilha do Faial, ...",2022-02-18T03:15:26Z,channel_000919,"38.65, -28.00",[withheld],1148.0,29.0,0.0,,Rugulopteryx_okamurae,Rugulopteryx okamurae,2022-02-18T03:15:26Z,,,2022-02-18 03:15:26,,GEO,,,,,Plants,alien,2015.0,,,,2015-06-01T12:00:00Z,After,True
Scyphophorus acupunctatus,video_006273,Scyphophorus acupunctatus Javea 31 1 2021,"Afectan a/infect: Agave (Piteras) y otros ornamentales tal como Beucarnea recuvata, Yucca, Aloe, Dracaena, Furcrae.",2021-01-31T11:28:55Z,channel_007108,"40.0, -3.7",[withheld],149.0,1.0,0.0,,Scyphophorus_acupunctatus,Scyphophorus acupunctatus,2021-01-31T11:28:55Z,,,2021-01-31 11:28:55,,GEO,,,,,Insects,established,2007.0,,,,2007-06-01T12:00:00Z,After,True
Tapinoma melanocephalum,video_014909,🐜  HONEY or SUGAR? THE GHOST ANT in action #ants #insects #experiment,Ghost ant (Tapinoma melanocephalum) facing two alternative sources: honey from bees or white sugar. The Ghost ant is a ...,2023-04-03T09:11:20Z,channel_005623,"28.3, -16.6",[withheld],15214.0,103.0,9.0,Honey | Where's the ants I can't see them 😢 | not a fair experiement they can drink the honey immediatly and have to lick the sugar up which is alot of work  and im also sure the honey smells more intense | What type of ants are these?,Tapinoma_melanocephalum,Tapinoma melanocephalum,2023-04-03T09:11:20Z,en,,2023-04-03 09:11:20,,GEO,,,,,Insects,established,2014.0,,,,2014-06-01T12:00:00Z,After,True
Testudo marginata,video_013100,Ponte tortue marginata - marginated turtle laying eggs,"Ponte d'une testudo marginata, l'une des plus grosses tortues européenne. Elles pondent entre 8 et 20 œufs selon la taille de la ...",2019-12-17T14:04:26Z,channel_008667,"40.0, -3.7",[withheld],280.0,1.0,1.0,"URGENT😓 Bonjour, je suis entre Nimes et Montpellier, mes graecas ont pondu le 23 mai, le 12 juin, au nord et non au sud, il y avait quand même les conditions, et j'ai lu qu'il était mieux, de terminer l'incubation artificiellement, pouvez-vlus me conseiller s'il vous plaît?Je souhaiterais agir rapidement mais ...
Je prends tous les conseils",Testudo_marginata,Testudo marginata,2019-12-17T14:04:26Z,,,2019-12-17 14:04:26,,GEO,,,,,Herptiles,established,2017.0,,,,2017-06-01T12:00:00Z,After,True
Testudo marginata,video_016875,Tortuga Testudo Marginata,Tortuga Testudo Marginata. te gustaría cuidar de ellas? #tortuga #testudo #marginata #tortoise #terrario #mascotas.,2024-11-20T10:00:22Z,channel_005517,"40.0, -3.7",[withheld],321.0,17.0,5.0,Un macho cuanto puede llegar a medir de adulto? | Son preciosas,Testudo_marginata,Testudo marginata,2024-11-20T10:00:22Z,,,2024-11-20 10:00:22,,GEO,,,,,Herptiles,established,2017.0,,,,2017-06-01T12:00:00Z,After,True
Testudo marginata,video_008201,Deposizione Testudo Marginata #turtle,,2025-05-01T07:36:41Z,channel_003784,"40.0, -3.7",[withheld],2386.0,52.0,3.0,1 maggio ma di | El 30 | Adoro le tartarughe,Testudo_marginata,Testudo marginata,2025-05-01T07:36:41Z,en,,2025-05-01 07:36:41,,GEO,,,,,Herptiles,established,2017.0,,,,2017-06-01T12:00:00Z,After,True
Testudo marginata,video_004502,Femmina di Testudo marginata sarda,,2023-05-07T16:29:22Z,channel_003784,"40.0, -3.7",[withheld],1816.0,43.0,0.0,,Testudo_marginata,Testudo marginata,2023-05-07T16:29:22Z,,,2023-05-07 16:29:22,,GEO,,,,,Herptiles,established,2017.0,,,,2017-06-01T12:00:00Z,After,True
Testudo marginata,video_014307,Tartaruga a spasso,"Testudo marginata - Schoepff, 1792 - riprese video T.Gamboni.",2020-02-23T14:22:47Z,channel_007637,"40.0, -3.7",[withheld],217.0,2.0,0.0,,Testudo_marginata,Testudo marginata,2020-02-23T14:22:47Z,en,,2020-02-23 14:22:47,,GEO,,,,,Herptiles,established,2017.0,,,,2017-06-01T12:00:00Z,After,True
ToLCNDV,video_007811,Virus hortícola de Nueva Delhi en pepino I ToLCNDV,Conoce los principales síntomas de esta enfermedad en cultivo de pepino.,2021-11-07T18:27:03Z,channel_000364,"40.0, -3.7",[withheld],719.0,3.0,0.0,,Tomato_leaf_curl_New_Delhi_virus,ToLCNDV,2021-11-07T18:27:03Z,es,Spain,2021-11-07 18:27:03,,GEO,,,,,"Bacteria, Viruses, Fungi",alien,2012.0,,,,2012-06-01T12:00:00Z,After,True
Tortuga caiman,video_012648,🐢 Tortuga Caimán: El Depredador Prehistórico de Agua Dulce,"Con su apariencia de fósil viviente, la tortuga caimán es uno de los reptiles más intimidantes del mundo. Su caparazón rugoso ...",2025-07-01T14:30:43Z,channel_000906,"40.0, -3.7",[withheld],19.0,0.0,0.0,,Macrochelys_temminckii,Tortuga caiman,2025-07-01T14:30:43Z,es,Spain,2025-07-01 14:30:43,,GEO,,,,,Herptiles,alien,2011.0,,,,2011-06-01T12:00:00Z,After,True
